question,expected_doc_id,expected_chunk_id,category,difficulty,expected_chunk_title,expected_chunk_url,expected_chunk_text,auto_chunk_score
Khoa CNTT có những chương trình đào tạo nào?,6a3920adeb29eba8,6a3920adeb29eba8_chunk_0003,program,easy,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=df646c13-b76f-444d-a1d1-95ccdfd50b47,"1 1 Vận dụng kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin (CNTT) 2 2 Khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, tư duy sáng tạo và kỹ năng chuyên môn trong lĩnh vực CNTT 3 3 Làm việc nhóm và giao tiếp hiệu quả 4 4 Hình thành ý tưởng, thiết kế, triển khai, vận hành hệ thống CNTT và có kiến thức về lãnh đạo và kinh doanh trong kỹ thuật. Link: Chi tiết chương trình đào tạo 132 tín chỉ (áp dụng từ năm 2018) Chi tiết chương trình đào tạo 152 tín chỉ (áp dụng trước năm 2018) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụng từ Khóa 2019) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụng từ Khóa 2021) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụn",6.618134407995079
Ngành Công nghệ thông tin có mã ngành gì?,6a3920adeb29eba8,6a3920adeb29eba8_chunk_0002,program,easy,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=df646c13-b76f-444d-a1d1-95ccdfd50b47,"4.1 Mục đích (Goals) Đào tạo kỹ sư ngành Công nghệ thông tin (CNTT) có kiến thức khoa học cơ bản, cơ sở và chuyên ngành về CNTT; Có khả năng phân tích, đánh giá và lựa chọn các giải pháp phù hợp để xây dựng và quản trị các hệ thống CNTT; Có đạo đức, thái độ nghề nghiệp phù hợp, kỹ năng giao tiếp và làm việc nhóm; Có năng lực tự học để đáp ứng các nhu cầu phát triển của xã hội. 4.2 Mục tiêu đào tạo (Objectives) Sinh viên tốt nghiệp có năng lực (kiến thức, kỹ năng và thái độ): Kí hiệu PLO",5.616565418093371
CNTT học những gì?,6a3920adeb29eba8,6a3920adeb29eba8_chunk_0000,program,medium,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=df646c13-b76f-444d-a1d1-95ccdfd50b47,Văn bằng tốt nghiệp: Kỹ sư (Ban hành tại Quyết định số……ngày………………………………….. của Hiệu trưởng trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh),0.8023957312877571
Chương trình đào tạo ngành CNTT gồm gì?,6a3920adeb29eba8,6a3920adeb29eba8_chunk_0003,program,easy,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=df646c13-b76f-444d-a1d1-95ccdfd50b47,"1 1 Vận dụng kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin (CNTT) 2 2 Khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, tư duy sáng tạo và kỹ năng chuyên môn trong lĩnh vực CNTT 3 3 Làm việc nhóm và giao tiếp hiệu quả 4 4 Hình thành ý tưởng, thiết kế, triển khai, vận hành hệ thống CNTT và có kiến thức về lãnh đạo và kinh doanh trong kỹ thuật. Link: Chi tiết chương trình đào tạo 132 tín chỉ (áp dụng từ năm 2018) Chi tiết chương trình đào tạo 152 tín chỉ (áp dụng trước năm 2018) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụng từ Khóa 2019) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụng từ Khóa 2021) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụn",6.4605352464161285
Ngành IT học môn gì?,6a3920adeb29eba8,6a3920adeb29eba8_chunk_0003,program,hard,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=df646c13-b76f-444d-a1d1-95ccdfd50b47,"1 1 Vận dụng kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin (CNTT) 2 2 Khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, tư duy sáng tạo và kỹ năng chuyên môn trong lĩnh vực CNTT 3 3 Làm việc nhóm và giao tiếp hiệu quả 4 4 Hình thành ý tưởng, thiết kế, triển khai, vận hành hệ thống CNTT và có kiến thức về lãnh đạo và kinh doanh trong kỹ thuật. Link: Chi tiết chương trình đào tạo 132 tín chỉ (áp dụng từ năm 2018) Chi tiết chương trình đào tạo 152 tín chỉ (áp dụng trước năm 2018) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụng từ Khóa 2019) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụng từ Khóa 2021) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụn",1.289942609906492
Học CNTT ở đây có gì?,6a3920adeb29eba8,6a3920adeb29eba8_chunk_0000,program,medium,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=df646c13-b76f-444d-a1d1-95ccdfd50b47,Văn bằng tốt nghiệp: Kỹ sư (Ban hành tại Quyết định số……ngày………………………………….. của Hiệu trưởng trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh),0.8023957312877571
Thông tin ngành Công nghệ thông tin?,6a3920adeb29eba8,6a3920adeb29eba8_chunk_0000,program,easy,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=df646c13-b76f-444d-a1d1-95ccdfd50b47,Văn bằng tốt nghiệp: Kỹ sư (Ban hành tại Quyết định số……ngày………………………………….. của Hiệu trưởng trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh),0.9628748775453085
Ngành CNTT đào tạo gì?,6a3920adeb29eba8,6a3920adeb29eba8_chunk_0003,program,medium,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=df646c13-b76f-444d-a1d1-95ccdfd50b47,"1 1 Vận dụng kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin (CNTT) 2 2 Khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, tư duy sáng tạo và kỹ năng chuyên môn trong lĩnh vực CNTT 3 3 Làm việc nhóm và giao tiếp hiệu quả 4 4 Hình thành ý tưởng, thiết kế, triển khai, vận hành hệ thống CNTT và có kiến thức về lãnh đạo và kinh doanh trong kỹ thuật. Link: Chi tiết chương trình đào tạo 132 tín chỉ (áp dụng từ năm 2018) Chi tiết chương trình đào tạo 152 tín chỉ (áp dụng trước năm 2018) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụng từ Khóa 2019) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụng từ Khóa 2021) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụn",4.928819190719337
CNTT ở trường này học cái gì?,6a3920adeb29eba8,6a3920adeb29eba8_chunk_0000,program,hard,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=df646c13-b76f-444d-a1d1-95ccdfd50b47,Văn bằng tốt nghiệp: Kỹ sư (Ban hành tại Quyết định số……ngày………………………………….. của Hiệu trưởng trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh),2.023880971642914
Chương trình CNTT như thế nào?,6a3920adeb29eba8,6a3920adeb29eba8_chunk_0003,program,medium,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=df646c13-b76f-444d-a1d1-95ccdfd50b47,"1 1 Vận dụng kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin (CNTT) 2 2 Khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, tư duy sáng tạo và kỹ năng chuyên môn trong lĩnh vực CNTT 3 3 Làm việc nhóm và giao tiếp hiệu quả 4 4 Hình thành ý tưởng, thiết kế, triển khai, vận hành hệ thống CNTT và có kiến thức về lãnh đạo và kinh doanh trong kỹ thuật. Link: Chi tiết chương trình đào tạo 132 tín chỉ (áp dụng từ năm 2018) Chi tiết chương trình đào tạo 152 tín chỉ (áp dụng trước năm 2018) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụng từ Khóa 2019) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụng từ Khóa 2021) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụn",6.0497724557416515
Ngành An toàn thông tin học về gì?,a139dd193ef42bbd,a139dd193ef42bbd_chunk_0003,program,easy,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=3a56cbbc-1696-49dd-a3ca-7404e617520b,"1 1 Vận dụng kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin, và ATTT. 2 2 Khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, tư duy sáng tạo và kỹ năng chuyên môn trong lĩnh vực ATTT 3 3 Làm việc nhóm và giao tiếp hiệu quả 4 4 Hình thành ý tưởng, thiết kế, triển khai, vận hành hệ thống ATTT và có kiến thức về lãnh đạo và kinh doanh trong kỹ thuật. PLO = Program learning outcomes : Kết quả học tập của chương trình đào tạo là bao gồm các kiến thức, kỹ năng, thái độ mà người học đạt được (về mặt lý thuyết hoặc thực tế) sau khi hoàn thành chương trình đào tạo. Link: Chi tiết chương trình đào tạo ngành An toàn thông tin (Áp dụng cho các khóa ATTT 2022) Chi tiế",8.881080332260426
ATTT học gì?,a139dd193ef42bbd,a139dd193ef42bbd_chunk_0003,program,medium,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=3a56cbbc-1696-49dd-a3ca-7404e617520b,"1 1 Vận dụng kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin, và ATTT. 2 2 Khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, tư duy sáng tạo và kỹ năng chuyên môn trong lĩnh vực ATTT 3 3 Làm việc nhóm và giao tiếp hiệu quả 4 4 Hình thành ý tưởng, thiết kế, triển khai, vận hành hệ thống ATTT và có kiến thức về lãnh đạo và kinh doanh trong kỹ thuật. PLO = Program learning outcomes : Kết quả học tập của chương trình đào tạo là bao gồm các kiến thức, kỹ năng, thái độ mà người học đạt được (về mặt lý thuyết hoặc thực tế) sau khi hoàn thành chương trình đào tạo. Link: Chi tiết chương trình đào tạo ngành An toàn thông tin (Áp dụng cho các khóa ATTT 2022) Chi tiế",12.565750464360935
Chương trình ngành An toàn thông tin?,a139dd193ef42bbd,a139dd193ef42bbd_chunk_0003,program,easy,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=3a56cbbc-1696-49dd-a3ca-7404e617520b,"1 1 Vận dụng kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin, và ATTT. 2 2 Khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, tư duy sáng tạo và kỹ năng chuyên môn trong lĩnh vực ATTT 3 3 Làm việc nhóm và giao tiếp hiệu quả 4 4 Hình thành ý tưởng, thiết kế, triển khai, vận hành hệ thống ATTT và có kiến thức về lãnh đạo và kinh doanh trong kỹ thuật. PLO = Program learning outcomes : Kết quả học tập của chương trình đào tạo là bao gồm các kiến thức, kỹ năng, thái độ mà người học đạt được (về mặt lý thuyết hoặc thực tế) sau khi hoàn thành chương trình đào tạo. Link: Chi tiết chương trình đào tạo ngành An toàn thông tin (Áp dụng cho các khóa ATTT 2022) Chi tiế",12.710014558276587
Học ATTT có gì?,a139dd193ef42bbd,a139dd193ef42bbd_chunk_0003,program,hard,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=3a56cbbc-1696-49dd-a3ca-7404e617520b,"1 1 Vận dụng kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin, và ATTT. 2 2 Khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, tư duy sáng tạo và kỹ năng chuyên môn trong lĩnh vực ATTT 3 3 Làm việc nhóm và giao tiếp hiệu quả 4 4 Hình thành ý tưởng, thiết kế, triển khai, vận hành hệ thống ATTT và có kiến thức về lãnh đạo và kinh doanh trong kỹ thuật. PLO = Program learning outcomes : Kết quả học tập của chương trình đào tạo là bao gồm các kiến thức, kỹ năng, thái độ mà người học đạt được (về mặt lý thuyết hoặc thực tế) sau khi hoàn thành chương trình đào tạo. Link: Chi tiết chương trình đào tạo ngành An toàn thông tin (Áp dụng cho các khóa ATTT 2022) Chi tiế",8.565750464360935
Học cao học CNTT ở đây có không?,6d0b73a7d3321310,6d0b73a7d3321310_chunk_0001,graduate,easy,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=dc18ed59-d8ea-4c6c-8e41-d42d3e17f29b,"Thời gian đào tạo tiêu chuẩn là 1.5 năm (18 tháng). Học viên được phép hoàn thành chương trình đào tạo sớm hơn so với kế hoạch học tập không quá 1/2 năm (06 tháng), hoặc chậm hơn so với kế hoạch học tập nhưng tổng thời gian đào tạo không vượt quá 03 năm (36 tháng) tính từ ngày quyết định công nhận học viên cao học có hiệu lực đến thời điểm nộp hồ sơ xét tốt nghiệp",11.956952171794516
Thông tin đào tạo sau đại học CNTT?,6d0b73a7d3321310,6d0b73a7d3321310_chunk_0000,graduate,medium,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=dc18ed59-d8ea-4c6c-8e41-d42d3e17f29b,"Ngành đào tạo : Khoa học máy tính Trình độ đào tạo : Thạc sĩ Mã ngành : 8480101 Văn bằng tốt nghiệp : Thạc sĩ (Ban hành kèm quyết định số: ……/QĐ-ĐHSPKT, ngày …… tháng …… năm 2022 của Hiệu trưởng trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh)",14.516793178482493
Có chương trình graduate không?,6d0b73a7d3321310,6d0b73a7d3321310_chunk_0000,graduate,hard,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=dc18ed59-d8ea-4c6c-8e41-d42d3e17f29b,"Ngành đào tạo : Khoa học máy tính Trình độ đào tạo : Thạc sĩ Mã ngành : 8480101 Văn bằng tốt nghiệp : Thạc sĩ (Ban hành kèm quyết định số: ……/QĐ-ĐHSPKT, ngày …… tháng …… năm 2022 của Hiệu trưởng trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh)",14.362583944401496
Cao học ngành CNTT như thế nào?,6d0b73a7d3321310,6d0b73a7d3321310_chunk_0001,graduate,medium,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=dc18ed59-d8ea-4c6c-8e41-d42d3e17f29b,"Thời gian đào tạo tiêu chuẩn là 1.5 năm (18 tháng). Học viên được phép hoàn thành chương trình đào tạo sớm hơn so với kế hoạch học tập không quá 1/2 năm (06 tháng), hoặc chậm hơn so với kế hoạch học tập nhưng tổng thời gian đào tạo không vượt quá 03 năm (36 tháng) tính từ ngày quyết định công nhận học viên cao học có hiệu lực đến thời điểm nộp hồ sơ xét tốt nghiệp",11.136487345509257
Trang chủ khoa CNTT có gì?,1f11eb62d4b56a75,1f11eb62d4b56a75_chunk_0004,general,easy,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/,"08/03/2026 Tất cả Bảng tin Đoàn - Hội 26/08/2019 City Tour Tân Sinh Viên Khoa CNTT Khóa 2019 21/04/2019 Cuộc thi học Mastering IT 2019 lần thứ 14 08/11/2016 Đăng ký Thi Anh văn đầu ra 12/04/2016 Kết quả tạm thời vòng Sơ loại MIT 2016 04/04/2016 [Thông báo] V/v Đăng ký đề tài NCKH trong Sinh viên năm 2016 Các cuộc thi học thuật 15/11/2019 Hackathon 2019 21/04/2019 Mastering IT 2019 lần thứ 14 17/04/2015 THÔNG BÁO ĐĂNG KÝ THAM GIA TUYỂN CHỌN CUỘC THI OLYMPIC TIN HỌC SINH VIÊN 2015 01/10/2014 Điểm thi Olympic tin học SPKT 2013 (mới cập nhật tối 17/10) Album Hình Ảnh Hoạt Động Các thông báo mới Thông báo Talkshow Online với chủ đề: ""Devops Engineering - Tương lai bức phá trong ngành Software"" Ng",3.6365824917340075
